package,keyword
lookout,peaks over threshold
POT,peaks over threshold
heavytails,peaks over threshold
longevity,peaks over threshold
mvPot,peaks over threshold
nieve,peaks over threshold
Renext,peaks over threshold
tsxtreme,peaks over threshold
evir,peaks over threshold
ismev,peaks over threshold
AutoStepwiseGLM,pearson correlation
corTest,pearson correlation
diffcor,pearson correlation
exams.forge.data,pearson correlation
lancor,pearson correlation
lcc,pearson correlation
ldsep,pearson correlation
MBC,pearson correlation
metacor,pearson correlation
mvcor,pearson correlation
PermCor,pearson correlation
pgraph,pearson correlation
random.polychor.pa,pearson correlation
SVMD,pearson correlation
wdm,pearson correlation
EFA.dimensions,pearson correlation
testcorr,pearson correlation
jmdem,pearson residuals
PearsonICA,pearson system
autotesteR,pearson's correlation
correlatio,pearson's correlation
DiffCorr,pearson's correlation
ehaGoF,pearson's correlation
seqtest,pearson's correlation
TSDFGS,pearson's correlation
colocalization,pearson’s correlation
dvir,pedigree analysis
forrel,pedigree analysis
ibdsim2,pedigree analysis
paramlink2,pedigree analysis
pedbuildr,pedigree analysis
pedprobr,pedigree analysis
pedsuite,pedigree analysis
pedtools,pedigree analysis
simfam,pedigree analysis
verbalisr,pedigree analysis
pedFamilias,pedigree data
pedgene,pedigree data
pedigreeTools,pedigree data
pedMermaid,pedigree data
skater,pedigree data
wpeR,pedigree data
sequoia,pedigree inference
hsphase,pedigree reconstruction
wpeR,pedigree reconstruction
soilhypfit,pedotransfer functions
peermodels,peer models
EviewsR,peer review
PSRICalc,peer review
PEAXAI,peer selection
plantphysioR,peg 6000
gicf,penalised likelihood
meta,penalised likelihood
survivalMPL,penalised likelihood
survivalMPLdc,penalised likelihood
texmex,penalised likelihood
LowRankQP,penalised spline
SpATS,penalised spline
simPH,penalised spline
catch,penalized estimation
countHMM,penalized estimation
glamlasso,penalized estimation
glmmLasso,penalized estimation
grpSLOPE,penalized estimation
heterocop,penalized estimation
ncpen,penalized estimation
penMSM,penalized estimation
porridge,penalized estimation
rrMixture,penalized estimation
SLOPE,penalized estimation
SMMA,penalized estimation
SMME,penalized estimation
brglm,penalized likelihood
brglm2,penalized likelihood
PartCensReg,penalized likelihood
ape,penalized likelihood
bonsaiforest,penalized likelihood
coxphf,penalized likelihood
fableCount,penalized likelihood
frailtypack,penalized likelihood
fusedTree,penalized likelihood
GPCMlasso,penalized likelihood
GPpenalty,penalized likelihood
lsl,penalized likelihood
lslx,penalized likelihood
mvMORPH,penalized likelihood
rpql,penalized likelihood
rstpm2,penalized likelihood
sglg,penalized likelihood
sparseSEM,penalized likelihood
stepPenal,penalized likelihood
TFRE,penalized likelihood
ungroup,penalized likelihood
vagam,penalized likelihood
quantreg,penalized models
survPen,penalized models
bujar,penalized regression
CNVreg,penalized regression
coda4microbiome,penalized regression
fasta,penalized regression
fuser,penalized regression
HCTR,penalized regression
hdme,penalized regression
HIMA,penalized regression
hqreg,penalized regression
LassoNet,penalized regression
MGLM,penalized regression
miselect,penalized regression
NetGreg,penalized regression
OTRselect,penalized regression
penalized,penalized regression
pencal,penalized regression
pensim,penalized regression
prclust,penalized regression
PRISM.forecast,penalized regression
ProSGPV,penalized regression
RcppDPR,penalized regression
regressoR,penalized regression
semTests,penalized regression
smoothedLasso,penalized regression
sparseR,penalized regression
specs,penalized regression
SpiceFP,penalized regression
survPen,penalized regression
mcmsupply,penalized splines
NIRStat,penalized splines
simsl,penalized splines
gamselBayes,penalized splines
hero,penalized splines
LMMsolver,penalized splines
pencopulaCond,penalized splines
psme,penalized splines
refreg,penalized splines
survPen,penalized splines
vagam,penalized splines
JPEN,penalty estimation
intkrige,penalty function
MTE,penalty function
penalizedcdf,penalty function
geomod,penetration test
Evapotranspiration,penman monteith
FAO56,penman monteith
plantecophys,penman monteith
PMEvapotranspiration,penman monteith
rTRIPLEXCWFlux,penman monteith
ordinalTables,penn state
HIViz,people living with hiv
cnmap,people's republic of china
cnum,people's republic of china
VDAP,peptide array
surveil,percent change
neonPlantEcology,percent cover
dynCorr,percentile bootstrap
hcci,percentile bootstrap
raters,percentile bootstrap
BibPlots,percentile values
fanplot,percentile values
basicspace,perceptual bias
radiant.multivariate,perceptual mapping
Athlytics,performance analysis
NetOrigin,performance analysis
nrlR,performance analysis
PeerPerformance,performance analysis
starvz,performance analysis
Trading,performance analysis
BiObjClass,performance assessment
MachineShop,performance assessment
ppRank,performance assessment
searchAnalyzeR,performance assessment
spheredata,performance assessment
xnet,performance assessment
xxdi,performance assessment
adestr,performance characteristics
narfima,performance comparison
searchAnalyzeR,performance comparison
DTWBI,performance criteria
miebl,performance criteria
portfolioBacktest,performance criteria
simhelpers,performance criteria
MachineShop,performance curves
ROCR,performance curves
rTPC,performance curves
pbo,performance degradation
MLwrap,performance diagnostics
aifeducation,performance evaluation
AutoScore,performance evaluation
fable.ata,performance evaluation
fable.prophet,performance evaluation
h2otools,performance evaluation
JADE,performance evaluation
liver,performance evaluation
MCPtests,performance evaluation
neuroSCC,performance evaluation
scorecard,performance evaluation
SLmetrics,performance evaluation
SubgrpID,performance evaluation
Athlytics,performance factors
AMPLE,performance indicators
eAnalytics,performance indicators
EvalTest,performance indicators
JFE,performance indices
stapler,performance level
stray,performance level
tpm,performance management
joinet,performance measurement
mondate,performance measurement
CPE,performance measures
powerly,performance measures
APPEstimation,performance measures
clevr,performance measures
cmaRs,performance measures
cpfa,performance measures
interpretR,performance measures
ivaBSS,performance measures
MetricsWeighted,performance measures
MKclass,performance measures
mlr3measures,performance measures
PerfMeas,performance measures
PerMat,performance measures
psfmi,performance measures
RJafroc,performance measures
ROCR,performance measures
RPEIF,performance measures
RPESE,performance measures
rsimsum,performance measures
StatPerMeCo,performance measures
tpm,performance measures
PerMat,performance metrics
RLoptimal,performance metrics
AllMetrics,performance metrics
compareMCMCs,performance metrics
ENMeval,performance metrics
fastml,performance metrics
fbroc,performance metrics
gumboot,performance metrics
HEMDAG,performance metrics
HMDA,performance metrics
MachineShop,performance metrics
metrica,performance metrics
moocore,performance metrics
MRMCaov,performance metrics
multilevelTools,performance metrics
mxcc,performance metrics
nestedcv,performance metrics
PerformanceAnalytics,performance metrics
pminternal,performance metrics
RANSAC,performance metrics
REN,performance metrics
RobustMetrics,performance metrics
rportfolio,performance metrics
serp,performance metrics
smbinning,performance metrics
staccuracy,performance metrics
stocks,performance metrics
tsaux,performance metrics
lincom,performance optimization
xega,performance optimization
xegaSelectGene,performance optimization
Athlytics,performance prediction
piratings,performance ratings
ioanalysis,period analysis
ggperiodic,periodic data
OptCirClust,periodic data
RobPer,periodic functions
DNNSIM,periodontal disease
dstat,periodontal disease
BAREB,periodontal disease
TreeSimGM,peripatric speciation
conos,peripheral blood
jlmerclusterperm,permutation analysis
FHtest,permutation distribution
multfisher,permutation distribution
pdc,permutation distribution
stepp,permutation distribution
PEAXAI,permutation importance
permimp,permutation importance
expperm,permutation matrices
mmcm,permutation method
PermCor,permutation method
lmerPerm,permutation method
phd,permutation method
extremogram,permutation procedure
RRPP,permutation procedure
semicontMANOVA,permutation procedure
HardyWeinberg,permutation procedure
batch,permutation tests
biogram,permutation tests
biotools,permutation tests
CJIVE,permutation tests
cvcrand,permutation tests
DRPT,permutation tests
GFDrmst,permutation tests
GFDrmtl,permutation tests
GreedyExperimentalDesign,permutation tests
iBART,permutation tests
iBST,permutation tests
ICDS,permutation tests
IncomPair,permutation tests
jmuOutlier,permutation tests
kcpRS,permutation tests
KMD,permutation tests
logcondens,permutation tests
npmv,permutation tests
permChacko,permutation tests
PermCor,permutation tests
permubiome,permutation tests
PsychWordVec,permutation tests
r.jive,permutation tests
RATest,permutation tests
rcarbon,permutation tests
rfvimptest,permutation tests
RI2by2,permutation tests
rpms,permutation tests
rSRD,permutation tests
SNPassoc,permutation tests
spatstat.model,permutation tests
survRM2perm,permutation tests
TDAstats,permutation tests
USP,permutation tests
variosig,permutation tests
wPerm,permutation tests
wqspt,permutation tests
AUtests,permutation tests
CNPS,permutation tests
ectotemp,permutation tests
NetRep,permutation tests
permutes,permutation tests
pKSEA,permutation tests
asnipe,permutation tests
broman,permutation tests
BurStMisc,permutation tests
CarletonStats,permutation tests
cata,permutation tests
choplump,permutation tests
ConsensusOPLS,permutation tests
CpGassoc,permutation tests
descriptio,permutation tests
distantia,permutation tests
dr,permutation tests
ez,permutation tests
fmi,permutation tests
forestecology,permutation tests
funreg,permutation tests
GET,permutation tests
groupcompare,permutation tests
HardyWeinberg,permutation tests
keyperm,permutation tests
LearnNonparam,permutation tests
lmerPerm,permutation tests
lmPerm,permutation tests
MapGAM,permutation tests
metatest,permutation tests
mixedbiastest,permutation tests
ModStatR,permutation tests
Morpho,permutation tests
MultNonParam,permutation tests
mvctm,permutation tests
nptest,permutation tests
packMBPLSDA,permutation tests
perm,permutation tests
permuco,permutation tests
permutest,permutation tests
predictmeans,permutation tests
pvclass,permutation tests
qcapower,permutation tests
QTLEMM,permutation tests
resample,permutation tests
RVAideMemoire,permutation tests
scDiffCom,permutation tests
smacof,permutation tests
svytest,permutation tests
TBEST,permutation tests
tna,permutation tests
lookout,persistent homology
phutil,persistent homology
ripserr,persistent homology
SimplicialComplex,persistent homology
TDA,persistent homology
TDAkit,persistent homology
TDApplied,persistent homology
tdarec,persistent homology
TDAstats,persistent homology
mirt,person covariates
irtoys,person fit
PerFit,person fit
PsyControl,person fit
GGUM,person parameter
PCMRS,person parameter
UPCM,person parameter
fitbitr,personal data
rutifier,personal identification
grattan,personal income tax
pii,personal information
rcollectadhd,personal interest
persval,personal values
personr,personality test
matRiks,personalized assessment
CoreMicrobiomeR,personalized medicine
EffectTreat,personalized medicine
ODT,personalized medicine
personalized,personalized medicine
PTE,personalized medicine
LocalControl,personalized predictions
iPRISM,personalized treatment
rMOST,personnel selection
TaylorRussell,personnel selection
DRviaSPCN,perturbation analysis
popdemo,perturbation analysis
scperturbR,perturbation analysis
seacarb,perturbation experiments
perutimber,peruvian amazon
resevol,pest management
PhenoSpectra,pest monitoring
rasterbc,pest species
resevol,pesticide application
PesticideLoadIndicator,pesticide load
resevol,pesticide resistance
CalcThemAll.PRM,pesticide risk
PesticideLoadIndicator,pesticide use
bupaR,petri net
petrinetR,petri net
MGDrivE2,petri net
caffsim,pharmacokinetic model
PKconverter,pharmacokinetic model
SimDissolution,pharmacokinetic model
nlmixr2autoinit,pharmacokinetic model
nlmixr2,pharmacokinetics and pharmacodynamics
nlmixr2data,pharmacokinetics and pharmacodynamics
nlmixr2est,pharmacokinetics and pharmacodynamics
nlmixr2extra,pharmacokinetics and pharmacodynamics
nlmixr2plot,pharmacokinetics and pharmacodynamics
npde,pharmacokinetics and pharmacodynamics
xgxr,pharmacokinetics and pharmacodynamics
addhazard,phase i
blrm,phase i
BOIN,phase i
boinet,phase i
CFO,phase i
cpm,phase i
crm12Comb,phase i
dfcomb,phase i
dfcrm,phase i
dfmta,phase i
FBCRM,phase i
HybridDesign,phase i
Keyboard,phase i
miLAG,phase i
modest,phase i
OncoBayes2,phase i
PH1XBAR,phase i
phase12designs,phase i
phase1PRMD,phase i
phase1RMD,phase i
pipe.design,phase i
pocrm,phase i
PoPdesign,phase i
qcr,phase i
RLescalation,phase i
robustT2,phase i
rPBK,phase i
SEARS,phase i
sleev,phase i
SubTite,phase i
TITEgBOIN,phase i
tsdf,phase i
UBCRM,phase i
UnifiedDoseFinding,phase i
bacistool,phase i
BayesDesign,phase i
BayesDIP,phase i
BDP2,phase i
BOP2FE,phase i
DoseFinding,phase i
drugdevelopR,phase i
DTEBOP2,phase i
EnergyOnlineCPM,phase i
frequentistSSD,phase i
frequentistSSDBinary,phase i
GBOP2,phase i
gen2stage,phase i
hctrial,phase i
HSAR,phase i
MinEDfind,phase i
mtdesign,phase i
OneArm2stage,phase i
PBIR,phase i
ph2bayes,phase i
ph2bye,phase i
ph2mult,phase i
SAME,phase i
sp23design,phase i
TrialSimulator,phase i
SampleSize4ClinicalTrials,phase i
synchrony,phase locking
tipa,phase shifts
VAR.spec,phase spectrum
isingLenzMC,phase transitions
BayesMallows,phd thesis
bcv,phd thesis
BivRegBLS,phd thesis
concstats,phd thesis
ETRep,phd thesis
gfboost,phd thesis
gmgm,phd thesis
kidsides,phd thesis
LCFdata,phd thesis
pgdraw,phd thesis
PlotNormTest,phd thesis
splmm,phd thesis
chillR,phenological dates
sephora,phenological dates
devRate,phenological models
hatchR,phenological models
phenopix,phenological stages
chillR,phenology records
getmstatistic,phenotype definition
statgenHTP,phenotypic analysis
statgenSTA,phenotypic analysis
evoTS,phenotypic change
variability,phenotypic covariance
AllelicSeries,phenotypic effects
PHENIX,phenotypic integration
tcplfit2,phenotypic profiling
metan,phenotypic stability
ezec,phenotypic traits
slouch,phenotypic traits
corehunter,phenotypic traits
mppR,phenotypic traits
simulMGF,phenotypic traits
CJAMP,phenotypic variance
gvcR,phenotypic variance
QGglmm,phenotypic variance
Reacnorm,phenotypic variance
mvMAPIT,phenotypic variation
POUMM,phenotypic variation
MAP,phenotyping method
BivUnifBin,phi coefficient
ipa,phonetic representations
biologicalActivityIndices,phosphorus cycling
MCBackscattering,photon flux
photosynthesis,photon flux
vegIndexCalc,photosynthetic activity
CBASSED50,photosynthetic efficiency
photosynthesisLRC,photosynthetic response
solaR,photovoltaic systems
phrases,phrasal verbs
shinyTempSignal,phylogenetic analysis
castor,phylogenetic analysis
EvoPhylo,phylogenetic analysis
nichevol,phylogenetic analysis
pez,phylogenetic analysis
RevGadgets,phylogenetic analysis
SNPfiltR,phylogenetic analysis
aphid,phylogenetic analysis
nodiv,phylogenetic analysis
photosynthesisLRC,phylogenetic analysis
phyr,phylogenetic analysis
phytools,phylogenetic analysis
RRphylo,phylogenetic analysis
TipDatingBeast,phylogenetic analysis
adephylo,phylogenetic autocorrelation
phyclust,phylogenetic clustering
phylosignal,phylogenetic clustering
caper,phylogenetic comparative
evolvability,phylogenetic comparative
PCMBase,phylogenetic comparative
PCMBaseCpp,phylogenetic comparative
phylosem,phylogenetic comparative
phytools,phylogenetic comparative
ppgm,phylogenetic comparative
Rphylopars,phylogenetic comparative
sensiPhy,phylogenetic comparative
slouch,phylogenetic comparative
surface,phylogenetic comparative
adephylo,phylogenetic constraints
ape,phylogenetic data
pez,phylogenetic data
iCAMP,phylogenetic distance
MiSPU,phylogenetic distance
evolved,phylogenetic distribution
phyr,phylogenetic diversity
adiv,phylogenetic diversity
hillR,phylogenetic diversity
ecodive,phylogenetic diversity
iNEXT.3D,phylogenetic diversity
oppr,phylogenetic diversity
phyloraster,phylogenetic diversity
phyloregion,phylogenetic diversity
phylospatial,phylogenetic diversity
PVR,phylogenetic eigenvectors
phyloraster,phylogenetic endemism
phyloregion,phylogenetic endemism
iCAMP,phylogenetic group
POUMM,phylogenetic heritability
pez,phylogenetic indices
funspace,phylogenetic information
tapnet,phylogenetic information
TreeDist,phylogenetic information
diversitree,phylogenetic methods
DNAseqtest,phylogenetic methods
phylometrics,phylogenetic metrics
aphylo,phylogenetic models
mmodely,phylogenetic models
PCMBase,phylogenetic models
poweRbal,phylogenetic models
phangorn,phylogenetic networks
Rogue,phylogenetic position
mmodely,phylogenetic regression
JNplots,phylogenetic relatedness
metafor,phylogenetic relatedness
phyr,phylogenetic relationships
castor,phylogenetic signal
iCAMP,phylogenetic signal
phylosignal,phylogenetic signal
phylosignalDB,phylogenetic signal
picante,phylogenetic signal
PVR,phylogenetic signal
MPSEM,phylogenetic signal
PNC,phylogenetic signal
shinyTempSignal,phylogenetic signal
MicrobiomeStat,phylogenetic structure
PCPS,phylogenetic structure
Apoderoides,phylogenetic trees
cladoRcpp,phylogenetic trees
cloneRate,phylogenetic trees
DNAseqtest,phylogenetic trees
evobiR,phylogenetic trees
FishPhyloMaker,phylogenetic trees
indelmiss,phylogenetic trees
LifemapR,phylogenetic trees
MiRKAT,phylogenetic trees
ouch,phylogenetic trees
PCMBase,phylogenetic trees
pctax,phylogenetic trees
phylepic,phylogenetic trees
phylolm.hp,phylogenetic trees
phylosignal,phylogenetic trees
POMS,phylogenetic trees
POUMM,phylogenetic trees
ratematrix,phylogenetic trees
rncl,phylogenetic trees
rotl,phylogenetic trees
SiPhyNetwork,phylogenetic trees
slouch,phylogenetic trees
tidytree,phylogenetic trees
TotalCopheneticIndex,phylogenetic trees
treebalance,phylogenetic trees
treedata.table,phylogenetic trees
treestats,phylogenetic trees
ape,phylogenetic trees
aphylo,phylogenetic trees
BAMMtools,phylogenetic trees
Claddis,phylogenetic trees
distory,phylogenetic trees
dowser,phylogenetic trees
EnvNJ,phylogenetic trees
FossilSim,phylogenetic trees
geiger,phylogenetic trees
gromovlab,phylogenetic trees
harrietr,phylogenetic trees
jellyfisher,phylogenetic trees
markophylo,phylogenetic trees
mixtree,phylogenetic trees
mmodely,phylogenetic trees
nLTT,phylogenetic trees
paco,phylogenetic trees
phangorn,phylogenetic trees
phylocanvas,phylogenetic trees
phylogram,phylogenetic trees
phylotate,phylogenetic trees
phyloTop,phylogenetic trees
PhySortR,phylogenetic trees
phytools,phylogenetic trees
plotthis,phylogenetic trees
primerTree,phylogenetic trees
Rtropical,phylogenetic trees
strap,phylogenetic trees
StratPal,phylogenetic trees
TDbook,phylogenetic trees
TipDatingBeast,phylogenetic trees
treats,phylogenetic trees
treebase,phylogenetic trees
TreeSearch,phylogenetic trees
TreeSim,phylogenetic trees
TreeSimGM,phylogenetic trees
treesliceR,phylogenetic trees
treespace,phylogenetic trees
treestructure,phylogenetic trees
TreeTools,phylogenetic trees
sensiPhy,phylogenetic uncertainty
pcmabc,phylogeny and evolution
ape,phylogeny estimation
score,physical activity
ActiSleep,physical activity
activAnalyzer,physical activity
activPAL,physical activity
arctools,physical activity
CircaCP,physical activity
GGIR,physical activity
GGIRread,physical activity
healthmotionR,physical activity
heatex,physical activity
HMMpa,physical activity
mMARCH.AC,physical activity
MPGE,physical activity
PASenseWear,physical activity
PAutilities,physical activity
PhysicalActivity,physical activity
stepmetrics,physical activity
triact,physical activity
mMARCH.AC,physical behaviour
OSLdecomposition,physical behaviour
soilhypfit,physical constraints
SportsTour,physical education
mMARCH.AC,physical health
capl,physical literacy
imanr,physical measurements
measurements,physical measurements
EnvStats,physical parameters
oreo,physical processes
DEMOVA,physical properties
infiltrodiscR,physical properties
comf,physical variables
ftrCOOL,physicochemical properties
Peptides,physicochemical properties
spheredata,physics education
sphereML,physics education
BLMEngineInR,physiological effect
seedr,physiological time
TSEntropies,physiological time
PhysioIndexR,physiological trait
PSPManalysis,physiologically structured
pinfsc50,phytophthora infestans
algaeClassify,phytoplankton assemblages
PhytosanitaryCalculator,phytosanitary inspection
InspectionPlanner,phytosanitary inspection
pam,pi curves
RAPTOR,picea abies
copula,pickands dependence function
baffle,pie charts
DataVisualizations,pie charts
donutsk,pie charts
gggibbous,pie charts
GimmeMyPlot,pie charts
Homeric,pie charts
mapmixture,pie charts
NutrienTrackeR,pie charts
patternplot,pie charts
tastypie,pie charts
UnalR,pie charts
eha,piecewise constant hazards
BayesCTDesign,piecewise exponential
BayesFBHborrow,piecewise exponential
BayesPieceHazSelect,piecewise exponential
BayesSurvival,piecewise exponential
CureDepCens,piecewise exponential
DepCens,piecewise exponential
eventTrack,piecewise exponential
extrafrail,piecewise exponential
goldilocks,piecewise exponential
hdbayes,piecewise exponential
npsurvSS,piecewise exponential
penPHcure,piecewise exponential
peppm,piecewise exponential
pexm,piecewise exponential
PieceExpIntensity,piecewise exponential
PWEALL,piecewise exponential
PwePred,piecewise exponential
PWEXP,piecewise exponential
RPEXE.RPEXT,piecewise exponential
simtrial,piecewise exponential
YPPE,piecewise exponential
PRROC,piecewise function
beast,piecewise linear
bfast,piecewise linear
covsim,piecewise linear
cpop,piecewise linear
dpseg,piecewise linear
dSTEM,piecewise linear
FuzzyNumbers,piecewise linear
FuzzySimRes,piecewise linear
IDetect,piecewise linear
NCA,piecewise linear
nlive,piecewise linear
not,piecewise linear
pwlapprox2d,piecewise linear
Rbeast,piecewise linear
Sim.PLFN,piecewise linear
trendsegmentR,piecewise linear
npbr,piecewise polynomials
pwSEM,piecewise sem
UpDown,pig farming
MetSizeR,pilot study
RJafroc,pilot study
RAPTOR,pinus cembra
RAPTOR,pinus sylvestris
ISO11784Tools,pit tag
musicMCT,pitch class
BalancedSampling,pivotal method
rsamplr,pivotal method
GsymPoint,pivotal quantity
twowaytests,pivotal quantity
linpk,pk parameters
saemix,pkpd analysis
EquiTrends,placebo effects
MedxR,placebo effects
rplec,placental abruption
gibble,planar shape
bayfoxr,planktic foraminifera
precisely,planning tool
stplanr,planning tool
dsims,plant abundance
dssd,plant abundance
NitrogenUptake2016,plant allometry
agricolae,plant breeding
agriutilities,plant breeding
agrobox,plant breeding
agrostab,plant breeding
corehunter,plant breeding
FielDHub,plant breeding
gpbStat,plant breeding
IBCF.MTME,plant breeding
IndexWizard,plant breeding
IPLGP,plant breeding
mvngGrAd,plant breeding
PBIBD,plant breeding
pedigreeTools,plant breeding
Phenotype,plant breeding
qgshiny,plant breeding
RGE,plant breeding
selection.index,plant breeding
statgenGWAS,plant breeding
statgenGxE,plant breeding
statgenIBD,plant breeding
statgenQTLxT,plant breeding
statgenSTA,plant breeding
GIFT,plant checklists
RHC,plant communities
spdynmod,plant communities
SoilManageR,plant cover
energyr,plant data
OpEnHiMR,plant development
epifitter,plant disease
epiphy,plant disease
r4pde,plant disease
starm,plant disease
ppendemic,plant diversity
SoilManageR,plant diversity
VegSpecIndex,plant dynamics
glmm.hp,plant ecology
photosynthesis,plant ecophysiology
mtb,plant growth
olr,plant growth
PhenoSpectra,plant growth
Recocrop,plant growth
seinfitR,plant growth
soilchemistry,plant growth
TTR.PGM,plant growth
mixchar,plant litter
EpiPvr,plant pathogen
geohabnet,plant pathogen
hagis,plant pathogen
landsepi,plant pathogen
pinfsc50,plant pathogen
qPRAentry,plant pest
fruclimadapt,plant phenology
pcvr,plant phenotyping
archiDART,plant physiology
PhysioIndexR,plant physiology
FlowerMate,plant populations
PROSPER,plant populations
tsrobprep,plant production
srppp,plant protection
OpEnHiMR,plant responses
archiDART,plant root
huito,plant science
inti,plant science
plantphysioR,plant science
redbookperu,plant species
APTIcalc,plant species
ethnobotanyR,plant species
fruclimadapt,plant species
NitrogenUptake2016,plant species
peruflorads43,plant species
TR8,plant species
PSRICalc,plant stress
APCalign,plant taxa
rtry,plant trait
MultiTraits,plant trait
iimi,plant viruses
fitplc,plant water
fruclimadapt,plant water
DEploid,plasmodium falciparum
Pv3Rs,plasmodium vivax
placer,plastic debris
One4All,plastic pollution
PACVr,plastid genome
gcplyr,plate reader
growthcurver,plate reader
growthrates,plate reader
miceadds,plausible value imputation
TAM,plausible value imputation
BIFIEsurvey,plausible values
corlink,plausible values
Dire,plausible values
ILSAstats,plausible values
irtoys,plausible values
Rrepest,plausible values
sTSD,plausible values
tidyEdSurvey,plausible values
ecr,play style
ALLSPICER,pleiotropic effects
pleiotest,pleiotropic effects
csmGmm,pleiotropy analysis
ppgm,pleistocene climate
fitPoly,ploidy level
hwep,ploidy level
netgwas,ploidy level
PolyHaplotyper,ploidy level
StAMPP,ploidy level
ufs,plot sampling
TDPanalysis,plot scale
biotools,plot size
optsize,plot size
accSDA,plotting functions
airGRteaching,plotting functions
ALTopt,plotting functions
ANN2,plotting functions
apcluster,plotting functions
aspace,plotting functions
basicMCMCplots,plotting functions
bayesplot,plotting functions
BGVAR,plotting functions
BHAI,plotting functions
birdscanR,plotting functions
BMS,plotting functions
Boom,plotting functions
BoutrosLab.plotting.general,plotting functions
cassowaryr,plotting functions
catmaply,plotting functions
Certara.Xpose.NLME,plotting functions
CFAcoop,plotting functions
CliquePercolation,plotting functions
colorspace,plotting functions
confinterpret,plotting functions
CoRpower,plotting functions
cutpointr,plotting functions
dbd,plotting functions
dlim,plotting functions
dropR,plotting functions
EMC2,plotting functions
epade,plotting functions
Evomorph,plotting functions
footballpenaltiesBL,plotting functions
futility,plotting functions
ggDNAvis,plotting functions
ggmice,plotting functions
ggpedigree,plotting functions
GGUM,plotting functions
GimmeMyPlot,plotting functions
GOplot,plotting functions
grwat,plotting functions
hamlet,plotting functions
HDANOVA,plotting functions
hexbin,plotting functions
joineR,plotting functions
jrt,plotting functions
LadderFuelsR,plotting functions
locationgamer,plotting functions
LUCIDus,plotting functions
MagmaClustR,plotting functions
manipulate,plotting functions
MCMC.qpcr,plotting functions
MCMCtreeR,plotting functions
metRology,plotting functions
modnets,plotting functions
multiblock,plotting functions
myClim,plotting functions
NetMix,plotting functions
openintro,plotting functions
ordiBreadth,plotting functions
palette,plotting functions
powergrid,plotting functions
profExtrema,plotting functions
pssmooth,plotting functions
qbinplots,plotting functions
quanteda.textplots,plotting functions
r.jive,plotting functions
RavenR,plotting functions
rehh,plotting functions
reportRmd,plotting functions
RJafroc,plotting functions
RSA,plotting functions
RtsEva,plotting functions
RVAideMemoire,plotting functions
saros,plotting functions
SCBmeanfd,plotting functions
season,plotting functions
sievePH,plotting functions
SiPhyNetwork,plotting functions
smplot2,plotting functions
spfa,plotting functions
squash,plotting functions
STEPCAM,plotting functions
stxplore,plotting functions
superdiag,plotting functions
svs,plotting functions
swfscMisc,plotting functions
tacmagic,plotting functions
tdROC,plotting functions
Ternary,plotting functions
tgp,plotting functions
TreeBUGS,plotting functions
trendtestR,plotting functions
VWPre,plotting functions
workloopR,plotting functions
zcurve,plotting functions
sNPLS,pls model
bigPLSR,pls regression
gaselect,pls regression
plsdepot,pls regression
plsdof,pls regression
plsRcox,pls regression
SCGLR,pls regression
snazzieR,pls regression
scatterplot3d,point cloud
VoxR,point cloud
AMAPVox,point cloud
rcontroll,point cloud
RMCC,point cloud
aplpack,point cloud
CspStandSegmentation,point cloud
dracor,point cloud
JFM,point cloud
lacunr,point cloud
rlas,point cloud
stppSim,point cloud
crookR,point cloud
PiC,point cloud
rgugik,point cloud
rTwig,point cloud
bSims,point counts
spatstat.model,point counts
unmarked,point counts
AQuadtree,point data
BayesCPclust,point data
dots,point data
fca,point data
GISTools,point data
ipdw,point data
linbin,point data
pcds,point data
sdcSpatial,point data
smacpod,point data
SpatEntropy,point data
bayestestR,point estimates
bhmbasket,point estimates
coefplot,point estimates
forestinventory,point estimates
FRB,point estimates
HOIFCar,point estimates
howManyImputations,point estimates
ILSAstats,point estimates
influence.ME,point estimates
kairos,point estimates
lvimp,point estimates
MapGAM,point estimates
metabup,point estimates
metaggR,point estimates
pgsc,point estimates
PLMIX,point estimates
quantreg.nonpar,point estimates
rbounds,point estimates
Rearrangement,point estimates
robumeta,point estimates
SAMBA,point estimates
surveysd,point estimates
survival.svb,point estimates
SurvTrunc,point estimates
tsnet,point estimates
vimp,point estimates
YPmodelPhreg,point estimates
aggTrees,point estimation
bvpa,point estimation
CensMFM,point estimation
countSTAR,point estimation
CPsurv,point estimation
curephEM,point estimation
dsp,point estimation
flipr,point estimation
ForestFit,point estimation
gapclosing,point estimation
lspartition,point estimation
MBESS,point estimation
nprobust,point estimation
PLRModels,point estimation
ProbYX,point estimation
SenSpe,point estimation
aspace,point locations
crossvalidationCP,point locations
distanceto,point locations
sfcentral,point locations
stepR,point locations
TCHazaRds,point locations
BoomSpikeSlab,point mass
logcondiscr,point mass
spate,point mass
Rcurvep,point of departure
DRHotNet,point patterns
ecespa,point patterns
edgeCorr,point patterns
globalKinhom,point patterns
groupedHyperframe,point patterns
groupedHyperframe.random,point patterns
onpoint,point patterns
selectspm,point patterns
shar,point patterns
spatial,point patterns
spatstat,point patterns
spatstat.linnet,point patterns
spatstat.local,point patterns
spData,point patterns
splancs,point patterns
spNetwork,point patterns
surveillance,point patterns
ttbary,point patterns
apcf,point patterns
bespatial,point patterns
bioimagetools,point patterns
btb,point patterns
GET,point patterns
intensitynet,point patterns
kanova,point patterns
lgcp,point patterns
